,id,time,tweet,language,hashtags,cashtags,thumbnail,source,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
15,1353688449363161090,18:27:31,"@quhl5 Wir haben hier eine Pension, aber wegen Corona ist natürlich seit fast einem Jahr alles zu.",de,[],[],,,,,"[{'screen_name': 'quhl5', 'name': 'quhl', 'id': '1151898938934550529'}]",,,,
16,1353577050532012033,11:04:51,#SriLanka: Is The Heta Nama Lakshaya (Sixty-Nine Lakhs) Fizzling Out?   #srilankan #Muslims #lanka #lka #COVID19 #COVID19LK #coronavirus #corona   https://t.co/FYxrUj20wP  https://t.co/jn604S7gLE,en,"['srilanka', 'srilankan', 'muslims', 'lanka', 'lka', 'covid19', 'covid19lk', 'coronavirus', 'corona']",[],https://pbs.twimg.com/media/EsjfHFOVcAAEWW1.png,,,,[],,,,
17,1353570571615760384,10:39:07,"Sticking to #Science Best Way to Beat Superstition, Politricks, #Corona and Communal #Viruses .  #srilanka #colombo #lanka #lka #COVID19 #Covid_19    https://t.co/bGGuSzu4dh  https://t.co/y3sNwMfsem",en,"['science', 'corona', 'viruses', 'srilanka', 'colombo', 'lanka', 'lka', 'covid19', 'covid_19']",[],https://pbs.twimg.com/media/EsjZPM-U0AI2O3g.png,,,,[],,,,
18,1353328770246184960,18:38:17,"@hirunews Let these Children breath fresh Air inside School, These mask disgusting breath not good for health. Corona has very low impact on high heat country like us.",en,[],[],,,,,"[{'screen_name': 'hirunews', 'name': 'Hiru News', 'id': '351341475'}]",,,,
19,1353171634933420033,08:13:53,"Over 100 COVID-19 cases detected from Colombo, Gampaha and Kandy districts yesterday (23rd). -197 from Colombo -110 from Kandy -106 from Gampaha -40 from Kurunegala -38 from Galle -31 from Ratnapura -28 from Kalutara -27 from Matale #SriLanka #LKA #Corona #coronavirus #COVID19  https://t.co/gHcLcW25Cj",en,"['srilanka', 'lka', 'corona', 'coronavirus', 'covid19']",[],https://pbs.twimg.com/media/EsduagsW4AA8ld0.png,,,,[],,,,
20,1353071522341023745,01:36:04,Wow How Did I missed it.  This place is lil far from my home &amp; normally I don't go out much these days due to corona. Anyways thanks sum1 did it 4m my country too. 🇱🇰 #SushantDay,en,['sushantday'],[],,,,,[],,,,
21,1353020263361867778,22:12:23,Corona Cure the Dhammika Paniya vs Pavithra the Minister of Healthcare tested possitive for covid. #LKA #SriLankanPolitics #PoliticsToday  https://t.co/lo34kuMHP5,en,"['lka', 'srilankanpolitics', 'politicstoday']",[],https://pbs.twimg.com/media/EsbkZ74W4AAU6rg.png,,,,[],,,,
22,1352952984808767490,17:45:02,"GLAS will be winner with Super Gain.: Hi, GLAS lovers, India is key producer in corona vaccine. these days, they produces billions covid19 vaccine and would prior to supply Bangladesh, Nepal, Bhutan, Myanmar, Sri Lanka,…  https://t.co/MdgkMGQYPN #FinancialChronicle #Srilanka #LK",en,"['financialchronicle', 'srilanka', 'lk']",[],,,,,[],,,,
23,1352936750398672896,16:40:32,"GLAS will be winner with Super Gainer.: Hi, GLAS lovers, India is key producer in corona vaccine. these days, they produces billions covid19 vaccine and would prior to supply Bangladesh, Nepal, Bhutan, Myanmar, Sri…  https://t.co/prQLKR1pBF #FinancialChronicle #Srilanka #LK",en,"['financialchronicle', 'srilanka', 'lk']",[],,,,,[],,,,
24,1352892547945918464,13:44:53,"After Health Minister Tested Positive, Covid #vaccine  to arrive in #lka on wednesday. #Corona #LKA",en,"['vaccine', 'lka', 'corona', 'lka']",[],,,,,[],,,,
25,1352810150327955456,08:17:28,7. The FAKE corona cure which was deliberately promoted as a distraction by few media &amp; WAS NOT banned by govt (which shows incompetence or support for it) has now PROVEN to be ineffective w/ Health Min (1st guinea pig) testing COVID positive  When will this be banned?? Much more,en,[],[],,,,,[],,,,
26,1352584760586100737,17:21:51,@gowinsanjula I’m sorry 😞. Corona has ruined it all 😭,en,[],[],,,,,"[{'screen_name': 'gowinsanjula', 'name': '𝐆𝐨𝐰𝐢𝐧\U0001fa7a', 'id': '2846274426'}]",,,,
27,1352559963844055040,15:43:19,"@jokerr_twitzz Corona nammala vittu odidichchi, namma waela nammala pudichchiruchchi. Take care Captain.",hi,[],[],,,,,"[{'screen_name': 'jokerr_twitzz', 'name': '🤡ஜோக்கர் சித்தர்🤡', 'id': '4477778839'}]",,,,
28,1352504165105360896,12:01:35,#Trump #administration had no #strategy for #Corona,en,"['trump', 'administration', 'strategy', 'corona']",[],,,,,[],,,,
29,1352337901749723139,01:00:55,Wow. Idiots. Looks like India has beaten Corona also by beating the Australian cricket team.,en,[],[],,,,,[],,,,
30,1352231829705809920,17:59:26,Tamil: Vaseegara Telugu: Manohara Hindi: Zara Zara Chinese: Corona Corona  #ThankyouChina,tl,['thankyouchina'],[],,,,,[],,,,
31,1352188988220694528,15:09:11,"@AzzamAmeen Think CORONA As general flue, Waste of Time, Money, Economy. We are third world country, President thinking he is president of Amarica. | ppl DIE with Road accidents More than Corona, So put curfue on Vehicle Engines. ALL STUPIDITY",en,[],[],,,,,"[{'screen_name': 'AzzamAmeen', 'name': 'Azzam Ameen', 'id': '140784400'}]",,,,
32,1352097305013477378,09:04:52,770 COVID-19 cases detected yesterday (20th); -270 from Colombo -80 from Gampaha -56 each from Matara and Galle -54 from Kandy -40 from Matale #SriLanka #LKA #COVID19 #coronavirus #Corona  https://t.co/0qHdiUhtq8,en,"['srilanka', 'lka', 'covid19', 'coronavirus', 'corona']",[],https://pbs.twimg.com/media/EsOdSGRW4AAq5VH.png,,,,[],,,,
33,1351984040492949504,01:34:48,But we took the life so seriously after the 14th June of 2020 Kyunki Corona bhi hamara itna nahi bigadda tha jitna woh din ka jatka ne kiya. #SushantDay  https://t.co/in9SmVHnna,en,['sushantday'],[],https://pbs.twimg.com/media/EsM2UcMUYAA_Mx9.jpg,,,,[],,,,
34,1351837259398483969,15:51:33,@SuuTikka Corona positive da?,it,[],[],,,,,"[{'screen_name': 'SuuTikka', 'name': 'Suraj Bandara 🇱🇰', 'id': '2503150696'}]",,,,
35,1351836390238154752,15:48:05,@carlwheezersbby Corona 19,es,[],[],,,,,"[{'screen_name': 'carlwheezersbby', 'name': 'Rochelle🇱🇰', 'id': '963805428885925892'}]",,,,
36,1351703639908257793,07:00:35,Corona virus can destroy a human being but it cannot destroy a society. It is human beings who can destroy a society. It depends on how they are socially and economically orgsinsed to deal with the pandemic and overcome it.,en,[],[],,,,,[],,,,
37,1351497025309863936,17:19:35,@hirunews Wasting the time and money behind Corona,en,[],[],,,,,"[{'screen_name': 'hirunews', 'name': 'Hiru News', 'id': '351341475'}]",,,,
38,1351494049254019072,17:07:45,"@ManoGanesan Countries with hot climate above  https://t.co/MY9hfknYTu, Corona effect is mild, stupid Doctors of sri Lanka creating unnecessary fear in the society/ thy have no problem, Coz every month getting the salary.",en,[],[],,,,,"[{'screen_name': 'ManoGanesan', 'name': 'Mano Ganesan', 'id': '168448766'}]",,,,
39,1347860177375145986,16:28:02,"Love in the time of Corona.. Happy Five freakin' years @eshara_s ! There's no one else I'd rather quarantine with for the rest of my life :) #anniversary #2020 @ Colombo, Sri Lanka  https://t.co/m0yONAycU0",en,['anniversary'],[],,,,,[],,,,
40,1344995217670365186,18:43:43,#happynewyear #2021 #marrychristmas #srilankatourism #srilanka #accruholidays #waitingtotravel #corona #restarttourism #travelagain #gosrilanka @ Sri Lanka  https://t.co/z8Gk0oMmbJ,in,"['happynewyear', 'marrychristmas', 'srilankatourism', 'srilanka', 'accruholidays', 'waitingtotravel', 'corona', 'restarttourism', 'travelagain', 'gosrilanka']",[],,,,,[],,,,
41,1337005001735016448,17:33:27,"Me &amp; My Laziness 🌝 . . . . . . #selfie #instagood #instadaily #suitup #whenboredomstrikes #threadwork #threadart #colombo #srilanka #lka #corona #covideracontemporaryart #covid19times @ Colombo, Sri Lanka  https://t.co/OILCQ7DKhe",lt,"['selfie', 'instagood', 'instadaily', 'suitup', 'whenboredomstrikes', 'threadwork', 'threadart', 'colombo', 'srilanka', 'lka', 'corona', 'covideracontemporaryart', 'covid19times']",[],,,,,[],,,,
42,1336633412141133828,16:56:53,#Corona #vibes 🤣 ❤️ @ Panadura Sri Lanka  https://t.co/xQAxC4lNSy,in,"['corona', 'vibes']",[],,,,,[],,,,
43,1327844011541995522,10:50:57,#Anbu Out Now on all digital platforms!!! SHARE THE LOVE!!!  #corona #fightcorona #loveunites @ Urban Records Entertainment  https://t.co/at4M6kjpb4,en,"['anbu', 'corona', 'fightcorona', 'loveunites']",[],,,,,[],,,,
44,1327234053284642816,18:27:11,First time visited this branch. Ordered Thin Crust Black Chicken Pizza. Yummy!  Order came within 15 minutes.  Very clean and friendly staff. They follow strict hygiene protocols and Corona protocols. #batticaloa #pizzahut #blackchicken #lka  https://t.co/iCzFqScGpS,en,"['batticaloa', 'pizzahut', 'blackchicken', 'lka']",[],https://pbs.twimg.com/media/EmtIP8EW8AApVBI.jpg,,,,[],,,,
45,1326421206715789314,12:37:14,"#Corona #රැස්පෙක්ට් ""ස"" tuktuks  P.c: @nuwan528  #ceylontuktuks #srilanka #lka #travel #tuktuks #tuktukwisdom #corona #fun #streetphotography #travelphotography #love @ Sri Lanka  https://t.co/3CoTE1pJh2",in,"['corona', 'රැස්පෙක්ට්', 'ceylontuktuks', 'srilanka', 'lka', 'travel', 'tuktuks', 'tuktukwisdom', 'corona', 'fun', 'streetphotography', 'travelphotography', 'love']",[],,,,,[],,,,
46,1324515311509401601,06:23:53,Y’all think corona patients are treated with care as mentions N the #News 😂  Life is miserable here ! No wonder people wanna run away  #CancelTheLockdown #COVID19SL #COVID19LK #lka #colombo #CoronaVirusUpdates  https://t.co/mwf8V15dQN,en,"['news', 'cancelthelockdown', 'covid19sl', 'covid19lk', 'lka', 'colombo', 'coronavirusupdates']",[],https://pbs.twimg.com/media/EmGfpiVVcAAgmWM.jpg,,,,[],,,,
47,1324448589829926912,01:58:45,Oh boy !! Is it corona ? #COVID19LK #lka #coronavirus #Colombo #Ragama  https://t.co/fVqyTNQAb0,en,"['covid19lk', 'lka', 'coronavirus', 'colombo', 'ragama']",[],https://pbs.twimg.com/media/EmFi9HWVcAAsl3F.jpg,,,,[],,,,
48,1320637342139363330,13:34:13,"ගාල්ල corona ඒකකය සඳහා  කොට්ට හා උර 300 ක්  ලබාදීමට කැමති අය සම්බන්ධ වන්න  ☎️0718014857 (Hikkaduwa Hospital / 0912277261 (සුදු පාට උනොත් ගොඩාක් හොඳයි )වෙද්‍ය දර්ෂණ අනුරාධ මහතාගේපණිවුඩයක් ,ආරච්චිකන්ද රෝහල.Galle corona unit /Hikkaduwa,Arachchikanda #hospital need your kind #Help!  https://t.co/82JsVZ0KgB",si,"['hospital', 'help']",[],https://pbs.twimg.com/media/ElPYqXKUUAUg9Yp.jpg,,,,[],,,,
49,1320340811310092289,17:55:54,"Freedom, is something that you can't buy these days 🍹  #Covid_19 #Covid19 #CoronaVirus #Corona #Virus #StayHome #StaySafe   SUBSCRIBE |  https://t.co/sMDyfeaX2u @ Colombo, Sri Lanka  https://t.co/JcLe3uzmC4",en,"['covid_19', 'covid19', 'coronavirus', 'corona', 'virus', 'stayhome', 'staysafe']",[],,,,,[],,,,
50,1314782027271430149,09:47:17,CORONA TIME ART EVENT WITH ( PRAVIYA VLOGS )  https://t.co/xLr2CR7y7E,en,[],[],https://pbs.twimg.com/ext_tw_video_thumb/1314781728901218304/pu/img/-Li_ez7eMWe2QCm1.jpg,,,,[],,,,
52,1312992039156371456,11:14:31,"Happy birthday buddy, hope you have a safe and an awesome free CORONA day🍺.... GUMBAY!!!🍻🍹🍸🍷🍾🥃 @ Sri Lanka  https://t.co/LmHcnwcbwh",en,[],[],,,,,[],,,,
53,1306316509313208321,01:08:20,"#corona 😷😷😷 #covid_19  #covid @ Dehiattekandiya, Sri Lanka  https://t.co/LFpZARQzcn",in,"['corona', 'covid_19', 'covid']",[],,,,,[],,,,
54,1301172539411116032,20:28:02,உலக வரலாற்றில் முதல் தொடர் கொலைகாரன் 200 மேற்பட்ட சிறுவர் கொலைகள் மிக கொடூரமான கொலை பிண்ணணி 👇👇👇👇  https://t.co/BocAmiEY5w #tamilyoutuber #tamilnadu #SriLanka #top #corona #gillesderais #tamilcinema…  https://t.co/5zWEKQpp2H,ta,"['tamilyoutuber', 'tamilnadu', 'srilanka', 'top', 'corona', 'gillesderais', 'tamilcinema']",[],,,,,[],,,,
55,1298837731590549505,09:50:21,220 வருட நீண்ட வரலாறு  பல தலைவர்கள் ஆட்சி செய்த இடம்  இன்றும் ஆவி இருப்பதாக மர்மம் 👇👇👇  https://t.co/5QSdUqhfF2 #corona #SriLanka #tamilyoutuber #madangowri #vikatan #SriLanka #top7 #top10 #elizabeth #whitehouse…  https://t.co/pObPUSb90X,ta,"['corona', 'srilanka', 'tamilyoutuber', 'madangowri', 'vikatan', 'srilanka', 'top7', 'top10', 'elizabeth', 'whitehouse']",[],,,,,[],,,,
56,1291723720273170433,18:41:48,Corona safety 😷 #photoshop #photography #Fiverr #Wallpapers #Pixel4a #OnePlus85G #photo #photooftheday #instagramdown  https://t.co/NO0WTs43lO,en,"['photoshop', 'photography', 'fiverr', 'wallpapers', 'pixel4a', 'oneplus85g', 'photo', 'photooftheday', 'instagramdown']",[],https://pbs.twimg.com/media/Ee0f3joUcAA1ZQP.jpg,,,,[],,,,
57,1288411053739479040,15:18:27,"GET READY GUYS  #kgf #kgfchapter2 #tamilyoutuber #tamilnadu #SriLanka #top #corona @ Colombo, Sri Lanka  https://t.co/COehadS7uD",in,"['kgf', 'kgfchapter2', 'tamilyoutuber', 'tamilnadu', 'srilanka', 'top', 'corona']",[],,,,,[],,,,
58,1284113458963853312,18:41:20,Wedding season in the mid of #corona hype.. congratulations #sanojandrameshika #weddingbells #covid19 #onbreakfromcurfew #backwithcivilisation @ Summerfields  https://t.co/P6AlT1slv3,en,"['corona', 'sanojandrameshika', 'weddingbells', 'covid19', 'onbreakfromcurfew', 'backwithcivilisation']",[],,,,,[],,,,
59,1279963323363188736,07:50:11,The Nuwara Eliya tour became the first picnic after the Corona epidemic.  It was an unforgettable experience and a few months to adapt to the different environments of the work environment.  #nuwaraeliya #afc  #722 #3rd #flow #BoysLockdown  https://t.co/hfbn5F8bXq,en,"['nuwaraeliya', 'afc', '3rd', 'flow', 'boyslockdown']",[],https://pbs.twimg.com/media/EcNX2M7XsAENvTz.jpg,,,,[],,,,
60,1276981940084768769,02:23:14,"#Rambutan  Which the corona virus resembles... @ Naranwala, Sri Lanka  https://t.co/EgHsFU41wJ",in,['rambutan'],[],,,,,[],,,,
61,1275064237686063110,19:22:58,💭 What I wouldn't give to have Corona now! 😉🍺 .  #quarantinelife #corona #beer #cocktail #date #night  #couplegoals #love #bloggerstyle #fashiongram #lifestyle #srilankancouple  #birthday #bday #foodie  #foodblogger…  https://t.co/l8j7VC6vxt,en,"['quarantinelife', 'corona', 'beer', 'cocktail', 'date', 'night', 'couplegoals', 'love', 'bloggerstyle', 'fashiongram', 'lifestyle', 'srilankancouple', 'birthday', 'bday', 'foodie', 'foodblogger']",[],,,,,[],,,,
62,1269613206445711365,18:22:31,"Curfew Mode..  #corona #sm ♦️  #covid_19 #catsofinstagram @ Rambawewa, Sri Lanka  https://t.co/jsBRaq3L2M",in,"['corona', 'sm', 'covid_19', 'catsofinstagram']",[],,,,,[],,,,
63,1268798509366628353,12:25:12,""" SRI LANKA    The Travel Paradise... "" Make your Sri lanka Tour plan with Driver Nish. Safe,Comfortable and Friendly service for Reasonable price. ( To travel safely from the corona virus )…  https://t.co/dOr5flOFNJ",en,[],[],,,,,[],,,,
64,1267097848744640512,19:47:23,Burying a body below 6 feet can cause corona; Hence keeping a body above the land for 6 days with congestion won’t cause contagiousness! #politics #coarpse #who #coronaguidelines #lawmakerlawbreaker @AzzamAmeen @RumanaFathima96 @AthaudaDasuni,en,"['politics', 'coarpse', 'who', 'coronaguidelines', 'lawmakerlawbreaker']",[],,,,,[],,,,
65,1263725697987522561,12:27:39,Corona boots!  https://t.co/SQLqXjaoXq,en,[],[],https://pbs.twimg.com/media/EYmnzUfWsAAhKfV.jpg,,,,[],,,,
66,1262604276079132674,10:11:32,Waiting Until Corona Ends 😒☹️. . ° ° ° #fetishmedusa #amsterdamnightlife #hamburgfetishparty #fetishkinkyclinicprague #latroyaibiza #erikalavigna #elyptikaibiza #victoriacaram…  https://t.co/ByaSEnqVnL,en,"['fetishmedusa', 'amsterdamnightlife', 'hamburgfetishparty', 'fetishkinkyclinicprague', 'latroyaibiza', 'erikalavigna', 'elyptikaibiza', 'victoriacaram']",[],,,,,[],,,,
67,1262565958813724672,07:39:16,#corona #covid19 #Mask😷#handmade #safety #home #alone @IAmAlanWalker  https://t.co/JDGvb7FUBR,und,"['corona', 'covid19', 'mask', 'handmade', 'safety', 'home', 'alone']",[],https://pbs.twimg.com/media/EYWJBdGX0AEGMUT.jpg,,,,[],,,,
68,1262559269863526400,07:12:41,"#😍😍😍😍  . #😍💓💓  . ..  . .. . .  . #nature #photography #natural #green #blue #love #beauty #corona #covid19  #ticktok @ Addalachenai, Sri Lanka  https://t.co/URaxXnhffR",in,"['nature', 'photography', 'natural', 'green', 'blue', 'love', 'beauty', 'corona', 'covid19', 'ticktok']",[],,,,,[],,,,
69,1262164966901252096,05:05:52,With Corona Protective Shields 😷😷😷😷😷 #worktime #corona #covi̇d19 #coronasafety #protectiveshield #caronavirus #funnyphotos #withfriend #safehumanity @ Negombo  https://t.co/deqJZvcCUb,en,"['worktime', 'corona', 'covi̇d19', 'coronasafety', 'protectiveshield', 'caronavirus', 'funnyphotos', 'withfriend', 'safehumanity']",[],,,,,[],,,,
70,1260615106175565824,22:27:17,"The best thing one can do when it's raining is to let it rain. . • Boy in the Rain • Arugam Bay, Sri Lanka . © 2012  https://t.co/lCywr22dE9 . . #corona #covid19 #rain #rain #letitrain #boy #srilanka #arugambay #travel…  https://t.co/dKBenIKnE9",en,"['corona', 'covid19', 'rain', 'rain', 'letitrain', 'boy', 'srilanka', 'arugambay', 'travel']",[],,,,,[],,,,
71,1258478542398074880,00:57:20,Colombo town hall sparsely lit and deserted . A bizarre irony on Vesak day due to corona crisis  https://t.co/uitj9R3J2w,en,[],[],https://pbs.twimg.com/media/EXcDjijXgAIt1-G.jpg,,,,[],,,,
72,1257916322589151233,11:43:16,"Srilanka nights 😍❤️ #missingroaming #travellingdays #srilanka #colombo #lockdown #corona #Day43 @ Colombo, Sri Lanka  https://t.co/HWSwY0ggJF",in,"['missingroaming', 'travellingdays', 'srilanka', 'colombo', 'lockdown', 'corona', 'day43']",[],,,,,[],,,,
73,1256447339620978688,10:26:04,Stay Strong Against Corona 😷 Stay Safe 🙏             #NewProfilePic 😞                   Lockdown  #lka #coronavirus #COVIDー19 #CoronaOutbreak #CoronaInSriLanka #Corona #SriLanka  https://t.co/sp1LlMQ2XK,en,"['newprofilepic', 'lka', 'coronavirus', 'covidー19', 'coronaoutbreak', 'coronainsrilanka', 'corona', 'srilanka']",[],https://pbs.twimg.com/media/EW_MBjQWAAEn4wW.jpg,,,,[],,,,
74,1255162094367813633,21:18:57,"Seit über einem Monat in der Corona Krise zu Hause eingesperrt, aber so ein CoViD Knirps bringt mich nicht so schnell ab der ROLLE!! #Radsport #Velo #CoViD19 #fitness #homeworkout #fun  https://t.co/o8LHsBkBvT",de,"['radsport', 'velo', 'covid19', 'fitness', 'homeworkout', 'fun']",[],https://pbs.twimg.com/media/EWs7QgRX0AEFslR.jpg,,,,[],,,,
75,1254399250059923458,18:47:41,"#stayhome #corona #garden @ Mirigama, Sri Lanka  https://t.co/zl4nmpQJ01",in,"['stayhome', 'corona', 'garden']",[],,,,,[],,,,
76,1253581595430260736,12:38:37,How my house is disappearing Into the vines during corona  🌱 @ Cleo Villa  https://t.co/q6MA4CzPlk,en,[],[],,,,,[],,,,
77,1253167888137097217,09:14:41,"Flashback - 2019 ¦ #BaCklog (Before Corona) @tuiuk @flysrilankan omanairofficial #Airport #Airports #Avgeek #CMB Things will be different post COVID-19, hope the opportunity to travel and the stories to share do not…  https://t.co/TZb60sBMAi",en,"['backlog', 'airport', 'airports', 'avgeek', 'cmb']",[],,,,,[],,,,
78,1252262622705180673,21:17:29,"Do what is right, even if you're flying solo. 🔱🔛 . . . #dowhatisright #even #ifyouare #flyingsolo #positivity #mindrelaxing #motivationmonday #covid19 #corona #fightforvirus #positiveenergy #lovetheworld #stayathome…  https://t.co/Y9xi6zi4hZ",en,"['dowhatisright', 'even', 'ifyouare', 'flyingsolo', 'positivity', 'mindrelaxing', 'motivationmonday', 'covid19', 'corona', 'fightforvirus', 'positiveenergy', 'lovetheworld', 'stayathome']",[],,,,,[],,,,
79,1251865127298699266,18:57:59,"Almost end of #34 day #Lockdown #evening #lka #shotoniphone #timelapse #apartmentlife #corona #covi̇d19 @ Mount Lavinia, Sri Lanka  https://t.co/HGtHak60O5",en,"['lockdown', 'evening', 'lka', 'shotoniphone', 'timelapse', 'apartmentlife', 'corona', 'covi̇d19']",[],,,,,[],,,,
80,1251783612774649857,13:34:04,Life 2020 BC (Before Corona) @ Cinnamon Lakeside  https://t.co/CN8u6g1Dy5,en,[],[],,,,,[],,,,
81,1250805754900217857,20:48:25,"I switched to new hairstyle during Corona Period #hairstyles  #newstyle  #covi̇d19  #corona @ Madige Midiyale, Sri Lanka  https://t.co/Cv4Bc4eMd4",en,"['hairstyles', 'newstyle', 'covi̇d19', 'corona']",[],,,,,[],,,,
82,1250454253480685568,21:31:41,Beware when you talk about the one you like 😍😍😍😍Story no 37  ——————————————————————  #crush #corona #quarantine #bitmoji   #music #musicvideo #cartoons  #friends  #icecream #follow4like #likeforlikes #followfollow…  https://t.co/GKHGV1Xwan,en,"['crush', 'corona', 'quarantine', 'bitmoji', 'music', 'musicvideo', 'cartoons', 'friends', 'icecream', 'follow4like', 'likeforlikes', 'followfollow']",[],,,,,[],,,,
83,1249355484009771008,20:45:33,Corona Hacks...  #kattuboyz #corona #srilanka #moment #alone #stillsingle @ Sri Lanka  https://t.co/k0X5F3vH4z,es,"['kattuboyz', 'corona', 'srilanka', 'moment', 'alone', 'stillsingle']",[],,,,,[],,,,
84,1249252457999405057,13:56:10,ලේකම් මහත්තයා Mode! #bored #covid #corona #stayhome #staysafe #beard #wtfisthis #secretary #mustasch @ Gampaha  https://t.co/LtXfc8LEl2,und,"['bored', 'covid', 'corona', 'stayhome', 'staysafe', 'beard', 'wtfisthis', 'secretary', 'mustasch']",[],,,,,[],,,,
85,1249031580086980608,23:18:29,Corona Intermission 😏 I came home with my mother to bring her some vegetables and fruits. 😁  https://t.co/Od1NG1i8l4,en,[],[],https://pbs.twimg.com/media/EVVzkkvWAAQVjz2.jpg,,,,[],,,,
86,1248976636583636992,19:40:09,"Lighting of Lotus Tower in honor of the Healthcare, Armed Forces, Police and all support personnel, who are leading the battle against COVID-19 🇱🇰❤️🙏 #srilanka #corona #covid19 #lotustower #colombo #stayhome…  https://t.co/CfvsawkvFc",en,"['srilanka', 'corona', 'covid19', 'lotustower', 'colombo', 'stayhome']",[],,,,,[],,,,
87,1248878838639144960,13:11:32,#bbq #corona #lockdown #acmarsath @ Kalmunai  https://t.co/6d5vYvrb56,lt,"['bbq', 'corona', 'lockdown', 'acmarsath']",[],,,,,[],,,,
88,1248870812431585281,12:39:39,කුඩු රජා Mode! #bored #covid #corona #stayhome #staysafe #beard #wtfisthis #fuck #kolonnawa #bestheroine #drugdealer @ Gampaha  https://t.co/QMfkyPZima,vi,"['bored', 'covid', 'corona', 'stayhome', 'staysafe', 'beard', 'wtfisthis', 'fuck', 'kolonnawa', 'bestheroine', 'drugdealer']",[],,,,,[],,,,
