,vader_sentiment_label,vader_score,clean_tweet
366,1,0.3313,What?? GMOA declared COVID 19 situation Sri Lanka reached community spread stage...?? I DONT BELIEVE THEM 🤔 https://t.co/w5BSFMVW58
367,1,0.0772,"Another 371 COVID-19 cases detected today country, raising number confirmed infections 57,587. 724 cases total detected Sri Lanka today. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19"
368,0,-0.0336,"@CFabig @GSorayaZ @jasonhickel Absolutely NOT true. They imprisoned. Even due pandemic, homeless people Beggars given financial aid food forces. During March-April 2020, Colombos homeless population taken QCs tested treated covid-19."
369,0,-0.5255,What shame country! At least time evidence-based science handling pandemic. #Covid_19 #SriLanka
370,0,0.0,"Larry King, American TV radio host, passed away age 87. He hospitalized earlier month Covid-19"
371,0,-0.5574,"The American broadcaster cable news interviewer, Larry King, died age 87. He hospitalised medical centre Los Angeles Covid-19. https://t.co/nKlsOmC7mo"
372,0,0.0,"Legendary television host Larry King passed away Los Angeles, weeks hospitalized COVID-19. #LarryKing https://t.co/mMmKx74ruP"
373,1,0.5574,353 people tested positive COVID-19
374,1,0.0772,"Another 353 COVID-19 cases detected today country, raising number confirmed infections 57,216. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19"
375,0,0.0085,"Education Minister Prof. G L Peiris self quarantine, tested Negative COVID-19: Ministry Education"
376,0,-0.1697,Minister Education GL Peiris tested negative COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19
377,0,0.0,"Today , The one year anniversary #worlds first #lockdown #COVID19 prevention ! #wuhan #china lockeddown 2020/01/23"
378,1,0.3818,"644 persons contracted novel coronavirus recovered discharged hospitals, raising number recoveries 49,261. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19"
379,0,0.0,"India begin #COVID19 #vaccine exports Saudi Arabia, Morocco https://t.co/SZnL4zjUyj"
380,0,-0.3818,Is Cremation Allowed Islam? Muiz Bukhary #Islam #funerals #Covid19 #Muslim #cremation #funeralrights #lka #SriLanka #Colombo #Srilankapolitics @ApiWenuwen @ReflectMind @nirowa74 https://t.co/VUKzY9EAHb
381,0,-0.3182,Covid 19 prevention measures 1. Distance 2. Respiratory Etiquette 3. Anti Septic 4. Mask
382,0,-0.4215,#COVID19 ISOLATION UPDATE: Devanampiyatissapura 295A GN division (Tissawewava 1 area) Anuradhapura district declared isolated w/ immediate effect. #COVID19SL #COVID19LK #SriLanka #LKA #lka
383,0,0.0,அனுராதபுரம் மாவட்டத்தின் தேவநம்பியதிஸ்ஸ புரத்தில் 295 A கிராம சேகவர் பிரிவு உடன் அமுலுக்கு வரும் வகையில் தனிமைபடுத்தப்பட்டது #Lka #SriLanka #COVID19LK #COVID19SL #COVID19
384,0,0.0,அனுராதபுரம் தேவநம்பியதிஸ்ஸ புரத்தில் 295 A கிராம சேகவர் பிரிவு உடன் அமுலுக்கு வரும் வகையில் தனிமைபடுத்தப்பட்டது #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak
385,0,-0.3182,#srilanka Northwestern province Anuradhapura dewanampiyathissapura GS area isolated immediate effect . @SilvaShavendra says #COVID19
386,0,-0.3182,"295A Grama Niladari Division Devanampiyathissa Pura, Anuradhapura isolated immediate effect : Army #lka #SriLanka #COVID19 #COVID19LK #COVID19SL"
387,0,0.0,Sri Lanka receive first batch Covid-19 vaccines next week: President: President Gotabaya Rajapaksa said Sri Lanka receive first batch Oxford-AstraZeneca Covid-19 vaccines manufactured India next… https://t.co/WUuFt6z4Ub #FinancialChronicle #Srilanka #LK
388,0,0.0,Sri Lanka receive first batch Covid-19 vaccines next week: President #SriLanka #lka https://t.co/g2mTtJA0ye
389,1,0.5574,Ministry Health confirms Minister Health Pavithra Wanniarachchi tested positive COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19 #COVID19LK
390,1,0.5983,"UK ,Ghana, Pakistan ,German several indian State health ministers tested positive #COVID19 ! #srilanka latest."
391,0,-0.4753,"Health Minister #PavithraWanniarachchi tested positive #COVID19 two separate tests, Rapid Antigen &amp; PCR, officials confirmed. She 2nd cabinet minister infected virus Vasudeva Nanayakkara &amp; 5th MP infected global pandemic! #lka https://t.co/J2h9E9zZYW"
392,1,0.3182,"State Minister Pandemics &amp; #COVID19 Prevention Dr Sudharshani Fernandopulle says scientifically established #C19 patients likely infect others first 10 days, authorities must devise fresh strategy manage pandemic. #lka https://t.co/QYo6ZCgGrx"
393,0,0.0,Covid vaccine Sri Lanka 27th - President @GotabayaR https://t.co/zKQT2acraS #lka #SriLanka #vaccination #COVID19SL #COVID19 #COVID19LK #CoronaVaccine #VaccinationDrive
394,1,0.5574,Health Minister Pavithra Wanniarachchi tested positive Covid-19; Ministry sources confirmed short ago.
395,1,0.5983,"#PCRtest also positive #srilanka #health #Minister Pawithra Wanniarachchi ,ministry confirms! #COVID19"
396,1,0.5574,Ministry Health confirms Minister Health Pavithra Wanniarachchi tested positive COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19 #COVID19LK
397,1,0.5574,Health Minister Pavithra Wanniarachchi tested positive Covid-19; Ministry officials confirmed today #COVID19LK #COVID19SL #SriLanka #lka
398,1,0.5574,Minister Health Pavithra Wanniarachchi tested positive COVID-19. #SriLanka #lka #coronavirus #COVID19
399,0,0.0,சுகாதார அமைச்சர் பவித்ரா வன்னியர்ச்சிக்கு மேற்கொள்ளப்பட்ட பி.சி.ஆர். பரிசோதனையில் கொரோனா தொற்று உறுதி - சுகாதார அமைச்சு #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak
400,1,0.5574,LATEST NEWS சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட பிசிஆர் பரிசோதனையிலும் கொரோனா தொற்று உறுதி. PCR test Health Minister Pavitra Wanniarachchi also tested positive COVID-19 - Health ministry #Lka #SriLanka #COVID19LK #COVID19SL #COVID19
401,1,0.5574,Health Minister Pavithra Wanniarachchi tested positive Covid-19 - Sources
402,1,0.5574,Health Minister Pavitra Wanniarachchi tested positive COVID-19 #covid #news #lka #sl
403,0,-0.34,Florida migrant farmworkers face uncertainty amid COVID-19 vaccine residency requirement https://t.co/qiI4zPmShK #covid
404,1,0.5574,PCR test Health Minister Pavitra Wanniarachchi also tested positive COVID-19 - Health ministry
405,0,0.0,"The President says first batch 600,000 doses coronavirus vaccine arrive Sri Lanka Wednesday(27th) : PMD #SriLanka #lka #coronavirus #COVID19 #COVID19LK #COVID19SL"
406,0,0.0,District distribution Covid-19 patients 6.00am today https://t.co/sLXYUSNtjN #CoronavirusStrain #COVID19 #lka
407,0,0.0,"President says steps taken bring 600,000 vials #Oxford-#AstraZeneca Covid vaccines #India Jan 27 While, #COVID19 vaccination trials started Piliyandala Divisional Hospital, Ragama Teaching Hospital Piliyandala MOH Office, Health Ministry said! #lka https://t.co/kHb2ZbxzRf"
408,0,0.0,"#SriLanka receive 600,000 vaccines Covid-19 India January 27 first step; President Gotabaya Rajapaksa- https://t.co/JpGSobLmI5"
409,0,0.0,"இந்தியாவில் இருந்து எதிர்வரும் 27 ஆம் திகதி 600,000 ஒக்ஸ்போர்டு-அஸ்ட்ராஜெனெகா கொரோனா தடுப்பூசிகள் கொண்டுவரப்படும் - ஜனாதிபதி #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak"
410,0,0.0,"The President says first batch 600,000 doses coronavirus vaccine arrive Sri Lanka Wednesday(27th) : PMD #SriLanka #lka #coronavirus #COVID19 #COVID19LK #COVID19SL"
411,0,0.0,"The President says first batch 600,000 doses coronavirus vaccine arrive Sri Lanka Wednesday(27th)-PMD. #SriLanka #lka #coronavirus #COVID19 #Covaxin"
412,0,0.0,"President Gotabaya Rajapaksa says steps taken bring 600,000 vials Oxford-AstraZeneca Covid-19 vaccines India 27 January (Wednesday)"
413,0,0.0,"President says steps taken bring 600,000 vials Oxford-AstraZeneca Covid-19 vaccines India Wednesday"
414,0,0.0,"President Gotabaya Rajapaksa states steps taken bring 600,000 vials Oxford-AstraZeneca Covid-19 vaccines India 27th January 2021. @GotabayaR @AstraZeneca"
415,0,0.0,"Sri Lanka bring 600,000 vials Oxford-AstraZeneca Covid-19 vaccines India January 27-President Gotabaya Rajapaksa #COVID19LK #COVID19SL #SriLanka #lka"
416,0,0.0,#BreakingNews #VaccineMaitri #COVID19
417,0,0.0,"President Gotabaya Rajapaksa says steps taken bring 600,000 vials Oxford-AstraZeneca Covid-19 vaccines India 27 January (Wednesday)"
418,0,0.0,"කෙගල්ලෙහි ධම්මිකා බන්ඩාරා, #COVID 19 සඳහා පිළියමක් අකාර්යක්ෂම වීමට හේතු පැහැදිලි කරන්නේ ධම්මිකා පානියා තිබියදීත් මිනිසුන් ආසාදනය වන බැවිනි. ඔහු පවසන්නේ යමෙකු මස් හෝ මාළු අනුභව කර මත්පැන් හෝ දුම්වැටි පානය කළහොත් පැනියාහි effectiveness ලදායීතාවය නැති වී යන බවයි. #lka #lanka https://t.co/ZQIXRWJMT3"
419,1,0.5574,Sri Lanka health minister self-quarantine following positive #COVID19 antigen test.
420,0,0.0,சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட அன்ரிஜன் பரிசோதனையில் கொரோனா தொற்று உறுதி #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak
421,0,0.0,ඇමරිකා එක්සත් ජනපදයේ නව ජනාධිපති ජෝ බයිඩන්ගේ පරිපාලනය මගින් ක්‍රියාත්මක කරන COVID-19 එන්නත්කරණ වැඩසටහන වේගවත් කිරීම සඳහා එම එන්නත් රට පුරා බෙදාහැරීමට අවශ්‍ය සහාය තම සමාගම ලබාදෙන බව අන්තර්ජාලය හරහා භාණ්ඩ බෙදාහැරීමේ සුප්‍රසිද්ධ සමාගමක් වන ඇමේසන් සමාගම පවසය… https://t.co/o8DHMQQi5U
422,1,0.5574,Sri Lanka Health Minister tests positive Covid - BBC reports Details : https://t.co/dS6hCSzUP4 #COVID19 #COVID
423,1,0.34,“Down 25% leading COVID-19 lockdown powerfully bouncing back +48% close 2020; another +14% value first two weeks 2021. And backdrop residual pandemic uncertainty.” #lka https://t.co/thb6AxR9Ck
424,0,0.0,#Muslims #COVID19 #SriLanka #StopForcedCremations @UNHumanRights @UNSriLanka @HRCSriLanka @OIC_OCI @OICatUN @MWLOrg_en @WMuslimCC @emiratesislamic @WAMNEWS_ENG @arabnews @AJArabic @AJEnglish @AJENews @UAENews @qatarnews @MofaQatar_EN @MofaQatar_AR @TamimBinHamad @HHShkMohd
425,0,-0.765,"@munza14 #COVID19 deceased, update age &amp; town, names. And 2nd infant yet updated,means technically results negative, yet subject #Forcedcremation Here u worry second test verify. #SriLanka #Stopforcedcremations @WHO @hrw @KenRoth https://t.co/5dYOXeUmX1"
426,0,0.0,Positioning Sri Lanka South Asia’s Dubai After COVID-19 https://t.co/4KbXJkBDvD… Ganeshan Wignaraja #lka #srilanka #economy #development https://t.co/v1QTWkmEl6
427,0,0.0,Positioning Sri Lanka South Asia’s Dubai After COVID-19 https://t.co/4KbXJkBDvD… Ganeshan Wignaraja #lka #srilanka #economy #development https://t.co/Oj3dDoVlqI
428,0,0.0,-11 Monaragala/Puttalam/Nuwara Eliya -10 Jaffna/Kilinochchi -08 Kegalle -07 Polonnaruwa -06 Mannar -05 Vavuniya -04 Mullaitivu -03 Badulla/Anuradhapura -03 arrivals -02 Trincomalee #SriLanka #lka #coronavirus #COVID19
429,0,0.0,A majority 787 COVID-19 cases yesterday(23rd) detected Gampaha. -139 Gampaha -108 Kandy -101 Colombo -66 Kalutara -65 Kurunegala -61 Galle -45 Matale -39 Ratnapura -23 Matara -18 Ampara -14 Batticaloa/ Hambantota #SriLanka #lka #coronavirus #COVID19
430,0,0.0,Positioning Sri Lanka South Asia’s Dubai After COVID-19 https://t.co/4KbXJkBDvD… Ganeshan Wignaraja #lka #srilanka #economy #development https://t.co/vOf1cyC9sX
431,0,0.0,Positioning Sri Lanka South Asia’s Dubai After COVID-19 https://t.co/6MnIA1sjsT Ganeshan Wignaraja #lka #srilanka #economy #development https://t.co/ATcI9EcWBO
432,0,0.0,787 #COVID19 patients identified #SriLanka yesterday (22). #lka #COVID19SL #COVID19LK #coronavirus
433,0,0.0,787 #COVID19 patients identified #SriLanka yesterday (22). #lka #COVID19SL #COVID19LK #coronavirus https://t.co/cA06x43DOW
434,0,0.0,சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட அன்ரிஜன் பரிசோதனையில் கொரோனா தொற்று உறுதி. பிசிஆர் முடிவுக்காக காத்திருப்பு #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak
435,1,0.2363,@arabnews Concern travelers! Fair enough. But #arabnews leading news source #SaudiArabia #Saudi #ksa #Arab &amp; come raised views #Forcedcremations #Muslims #SriLanka #COVID19 #StopForcedCremations Beside 👇 1st https://t.co/NiWyCNYbkA
436,0,-0.9561,"@AriffShihab @MoH_SriLanka FYI., It's Not #SriLanka Failed #COVID19 #COVIDー19 But The Loser #racist #Government Of Rajapaksha @ParliamentLK Who Failed &amp; Fails, Mind It. #Colombo #lka @Economynext"
437,0,0.0,الحمد لله يا رب العالمين الحمد لله على كل حال سُبحَانَ اللَّهِ وَالْحَمْدُ لِلَّهِ وَلاَ إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ وَلاَ حَوْلَ وَلاَ قُوَّةَ إِلاَّ بِاللَّه #Colombo #lka #COVID19 #SriLanka #StopForcedCremations
438,1,0.7717,"@RajapaksaNamal @tiktok_us @TikTok_IN Your digital ecosystem #ForcedCremations is, disrupting delicate ecosystem. #Colombo #lka #Muslims #COVIDー19 #covid19 #SriLanka _ #TikTok @Dailymirror_SL For positive creative approach, initiate #StopForcedCremations https://t.co/WOKpJOTsyM"
439,1,0.5562,"@K_DeLanerolle Preceding reputation, I rgd neither takes orders, secret there. Regardless 'em burn loved ones, I wish speed recovery. But, SOWING &amp; REAPING! PERIOD. #Colombo #lka #Muslims #COVID19 #SriLanka #Stopforcedcremations"
440,0,-0.5267,Thousands refused funding self-isolate. No wonder #Covid19 rampant | https://t.co/DECysjFuJg
441,1,0.6523,BREAKING NEWS 🚨 Reports coming Health Minister Pavinthra Wanniarachchi tested POSITIVE #COVID19 - BBC reports. #lka
442,0,0.0,"පීසී ආර් පොසිට්ව් උනොත් පැනි දනෙට කෙල වෙනවා ,,පීසීඅර්‍ර් නෙගටිව් උනොත් ඇන්ටිජන් ගෙන්වන උන්ට කෙල වෙනවා රෙද්දක් ඇදන් කියන්න යැයි ලොකු සර් ලා ඇන්ටිජන් කරනවා කියලා #SriLanka #COVID19 #COVID19SL #COVID19LK https://t.co/BIlXnjLLh4"
443,1,0.4939,"Regulator approves COVID-19 vaccine: The National Medicines Regulatory Authority (NMRA) yesterday approved use Oxford-AstraZeneca vaccine COVID-19 emergency situations, health authorities expecting receive first batch… https://t.co/SZUIQkvsny"
444,1,0.5574,"(1) Breaking News: Health Minister Pavithra Wanniarachchi reportedly gone quarantine Rapid Antigen Test conducted yesterday COVID-19, came positive, sources told Daily Mirror last night. https://t.co/0nVilCIjlg"
445,0,0.0,"The Govt. paying ultimate price irresponsible conduct. While wishing speedy recovery Health Min. #PavithraWanniarachchi, reiterate govt. shamelessly gambled #COVID19 promoting dodgy ""local cure"" &amp; proactive #vaccine https://t.co/Q9JmT8uQ3B"
446,1,0.5994,"Health Minister Pavithra Wanniarachchi tested positive #COVID19, BBC Sinhala Service reports, quoting reliable sources. The Minister one number MPs took ‘miracle COVID-19 cure’ concocted Dhammika Bandara. #COVID19LK #COVID19SL #SriLanka #lka https://t.co/bo1Hi3ZH2D"
447,1,0.5983,Health Minister Pavithra Wanniarachchi tested positive #COVID19 following rapid antigen test awaiting PCR results! #lka #SriLanka https://t.co/GlkFnGL0Os
448,1,0.5574,Health Minister Pavithra Wanniarachchi tested COVID19 positive following rapid antigen test awaiting PCR results
449,1,0.4703,I'm minority Arsik Land. I officially sense racism. One fastest growing platforms. There many rogues &amp; double sided leaders there. Let us know happened Tsunami Relief Fund &amp; especially Covid 19 Relief fund younger generation. #lka https://t.co/XIJaEqIjI8
450,1,0.3182,7th day 2-month-old baby cremated Matara saying Covid-19 positive. But added daily reports yet. #StopForcedCremations
451,1,0.2263,"During telephone conversation @DCRGunawardena today, UK’s @tariqahmadbt raised concerns ahead upcoming @UN Human Rights Council, including impact forced cremations #COVID19 victims faith groups + justice &amp; accountability. #SriLanka"
452,1,0.5095,"438 COVID-19 cases detected, bringing total number cases reported today 784 active infections 7,967."
453,0,-0.5267,Every freaking thing planet stopping cremating muslims succumbed covid19. 🤦🤦🤦
454,1,0.2247,"438 COVID-19 cases identified bringing total number cases reported today 784. The number coronavirus cases reported Sri Lanka increases 56,860. #SriLanka #lka #coronavirus #COVID19"
455,0,0.0,"#COVID19: Almost 5.4 million people given first vaccine dose UK reports another 1,401 deaths https://t.co/pDS9ESAbRa https://t.co/7J6oBIsPBo"
456,0,0.0,Two Covid-19 deaths reported today increasing total COVID-19 deaths Sri Lanka 278; Health Ministry
457,0,-0.5994,"Two #COVID19 deaths reported, increasing #SriLanka death toll 278. #COVID19LK #COVID19SL #LKA #lka"
458,0,-0.5994,"02 COVID- 19, deaths reported increasing COVID- 19, death toll Sri Lanka 278: #covid #news #lka #sl"
459,0,-0.5994,"Two COVID-19 related deaths recorded Sri Lanka, increasing death toll 278. #SriLanka #lka #coronavirus #COVID19"
460,1,0.3612,Sri Lanka conveyed India emergency use approval COVISHIELD vaccines granted: countries working early delivery Covid-19 vaccine
461,0,0.0,#COVID19Vaccination #COVID19
462,1,0.6908,160+ COVID-19 positive cases reported company 💔
463,1,0.7841,"346 people tested COVID-19 positive Sri Lanka far today, bringing total number cases 56,422 &amp; active infection count 7,529."
464,0,0.0,கொரோனா தடுப்பூசி செலுத்துவதற்கான ஒத்திகை நாளை (23) இடம்பெறும் - சுகாதார அதிகாரிகள் #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak
465,1,0.34,A COVID-19 vaccination trial take place Saturday (23). The trial used identify shortcomings also determine number jabs given period one hour well day READ MORE: https://t.co/edbj0M1VNR
466,1,0.7334,"346 individuals tested positive COVID-19 Sri Lanka thus far today. Total infections increase 56,422. #SriLanka #lka #coronavirus #COVID19"
467,1,0.5994,"Dr. Anthony Fauci, President Biden's top medical adviser, said current Covid-19 vaccines still effective new variants virus, U.S. could approach “degree normality” fall country vaccinated Aug.What rest world?"
468,0,0.0,COVID-19 vaccination trial take place Saturday (23) three separate locations including Piliyandala Hospital: DG Health Services
469,0,0.0,Health Ministry made preparations hold COVID-19 vaccination trial tomorrow (23) three locations. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19
470,0,0.0,Health units made preparations hold COVID-19 vaccination trial tomorrow three locations. The trial carried identify practical issues could arise vaccination drive commences. #SriLanka #lka #coronavirus #COVID19
471,0,0.0,A COVID-19 vaccination trial take place Saturday (23) three separate locations : DG Health Services
472,0,0.0,A #COVID-19 #vaccination trial take place Saturday (23) three separate locations : DG Health Services #lka #Infocept #Srilanka #COVID19 #vaccination
473,0,0.0,FAQs Covid -19 Vaccine #LargestVaccineDrive #IndiaFightsCorona https://t.co/1bvtIWo72T
474,0,0.0,@tariqahmadbt @UKinSriLanka @colombogazette @easwaranrutnam Thanking You 🙏 #Colombo #lka #Muslims #SriLanka #StopForcedCremations #UnitedKingdom #coronavirus #COVID19 #COVID19SL #cremations
475,1,0.1513,"633 Covid-19 patients recover discharged hospital raising total number recoveries SL 48,617"
476,1,0.4939,A peaceful city becoming another red zone. #Covid19
477,1,0.1513,"633 Covid-19 patients recover &amp; discharged hospital increasing total number recovered cases SL 48,617; Health Ministry #COVID19LK #COVID19SL #SriLanka #lka"
478,0,0.0,"633 COVID-19 patients recovered discharged hospital increasing total recoveries Sri Lanka 48,617: #covid #lka #news #sl"
479,1,0.4939,AG sought clarification DG Health relation purchase agreement Covid-19 vaccine India
480,1,0.4939,AG sought clarifications DG Health relation purchase agreement Covid 19 Vaccine India . AG’s CO
481,1,0.4939,AG sought clarifications DG Health relation purchase agreement Covid 19 Vaccine India: AG's CO
482,0,0.0,"නව කොරෝනා හෙවත් COVID-19 වසංගතයට එරෙහිව නිපදවා ඇති එන්නත් සියල්ලම මේ වනවිට එම එන්නත් නිපදවන පොහොසත් රටවලට පමණක් ලැබෙන බවත්, තම රට වැනි රටවලට එම එන්නත් සැපයීමේ අඩුපාඩුවක් පවතින බවත් මොරොක්කෝ අගමැති සාද් ඩිනේ අල් ඔට්මානි පවසයි. පසුගියදා එරට පාර්ලිමේන්තූව… https://t.co/Hs1lEgxY4k"
483,1,0.5414,"@elitebandwagon Hang mate! As legendary saying goes ""Suns out;guns out""...! 😎 If Covid-19 stop you, NOTHING CAN 💥 @RusselArnold69 @RexClementine"
484,0,-0.765,"Sri Lanka failed contain COVID-19 within Western Province: GMOA: ECONOMYNEXT – Sri Lanka failed contain COVID-19 within Western Province virus spread rest country, the… https://t.co/Tg8665Dk8w #FinancialChronicle #Srilanka #LK"
485,1,0.4865,"633 individuals recovered COVID-19 discharged past 24-hours. Total number recoveries increase 48,617. #SriLanka #lka #coronavirus #COVID19"
486,1,0.7717,"New normal wearing mask staying 1m away, soaring #COVID19 positives jolly old 🇱🇰. GOSL response to, herd immunity 🤔."
487,1,0.7509,"@ravirannaneliya @indica Not giving policy forced cremations though! Perfectly safe welcome foreign tourists, safe bury DEAD Sri Lankan #COVID19 victims. #logic"
488,1,0.8225,Sri Lanka’s Post-COVID-19 Recovery: The Need Inclusive Economic Growth: High levels inequality impede sustainable growth development country. Sri Lanka made impressive strides reach upper… https://t.co/OBhSf4dcsc #FinancialChronicle #Srilanka #LK
489,0,0.0,Indian #COVID19 vaccines arrive #Myanmar (Burma). #LKA
490,1,0.3818,Sri Lanka’s Post-COVID-19 Recovery: The Need Inclusive Economic Growth #SriLanka #lka https://t.co/Jc2eqizkHS
491,0,0.0,Sri Lanka’s People’s Insurance provide Covid-19 cover tourists: ECONOMYNEXT – Sri Lanka’s People’s Insurance provide 12 dollar Covid-19 insurance policy tourists visiting island new health… https://t.co/lRqrYRgC4M #FinancialChronicle #Srilanka #LK
492,1,0.4215,"National Medicines Regulatory Authority (NMRA) granted approval emergency use Oxford- AstraZeneca vaccine Covid-19 infection Sri Lanka, says State Minister Prof. Channa Jayasumana."
493,0,-0.296,@kataclysmichaos @youthforsjb @MayanthaD @rasikajy We call @youthforsjb raise awareness #SriLanka migrant workers still unable catch flight home &amp; explore possibility 'home quarantine' returnees PCR tests negative. (Like neighboring states). #LKA #HumanRights #COVID19
494,0,0.0,ශ්‍රී ලංකාවේ ඔක්ස්ෆර්ඩ් / ඇස්ට්‍රාසෙනෙකා කොවිඩ් -19 එන්නත හදිසි භාවිතය සඳහා නියාමන අවසරය ජාතික ines ෂධ නියාමන අධිකාරිය (එන්එම්ආර්ඒ) ලබා දී ඇති බව රාජ්‍ය අමාත්‍ය මහාචාර්ය චන්න ජයසුමන මහතා පැවසීය. #lka #COVID19 #vaccine #lanka #SriLanka
495,1,0.128,The National Medicines Regulatory Authority approved Oxford-AstraZeneca COVID-19 vaccine emergency use Sri Lanka- State Minister Channa Jayasumana. #SriLanka #lka #coronavirus #COVID19 #COVID19SL #COVID19LK
496,0,0.0,Covid-19 - Oxford එන්නත මෙරට භාවිතයට අනුමැතිය ලැබෙයි - Sri Lanka News https://t.co/8x91nkfYNbඑන්නත-මෙරට-භාවිතයට-අනු/
497,1,0.5574,Another #Ukraine tourist positive #COVID19
498,1,0.128,The National Medicines Regulatory Authority approved Oxford-AstraZeneca COVID-19 vaccine emergency use Sri Lanka- State Minister Channa Jayasumana. #SriLanka #lka #coronavirus #COVID19 #COVID19SL #COVID19LK
499,1,0.128,The National Medicines Regulatory Authority approved Oxford-AstraZeneca COVID-19 vaccine emergency use Sri Lanka- State Minister Channa Jayasumana. #SriLanka #lka #coronavirus #COVID19
500,1,0.2263,"2010 vaccination distribution plan below. It would good Health Ministry would make public plan COVID-19 vaccine distribution 2021. Because limited resource, transparency gets limited supplies important. https://t.co/xJ3cdva8qF"
501,0,-0.3612,"Sri Lanka may brink community transmission: PHI Union: ECONOMYNEXT – Though it’s difficult say conclusively present, Sri Lanka may brink community transmission COVID-19, according to… https://t.co/B8zvoz3iZD #FinancialChronicle #Srilanka #LK"
502,1,0.5574,"A four member Supreme Court bench consider Fundamental Rights petition filed parents 21-day old infant, cremated passing away COVID-19, 29th March. #SriLanka #lka"
503,0,0.0,වැඩි විස්තර - 👇 https://t.co/0ciVHgybQJ #covid19 #covidsrilanka #lk https://t.co/t8wTanfVtL
504,1,0.6476,"National Medicine Regulatory Authority (NMRA) granted approval use Oxford Astra-Zeneca #vaccine #COVID19 #SriLanka This first vaccine #lka officially approved use control COVID pandemic claimed 276 lives infected 56,000+ Sri Lankan's! https://t.co/1wXUqdnBxw"
505,1,0.1027,National Medicines Regulatory Authority approves emergency use Oxford-Astra Zeneca vaccine Covid-19 Sri Lanka: State Minister Channa Jayasumana
506,1,0.5574,Necessary documents forwarded Attorney General's Dept. legal approval obtain Covid-19 vaccines India - DG Health Services.
507,0,-0.1531,BREAKING 🚨🚨 NMRA officially granted permission emergency use Oxfords #AstraZeneca Vaccine #COVID19 Sri Lanka. #lka #CoronavirusVaccine #COVID19SL
508,0,-0.7485,"#COVID19 especially harsh #poor &amp; risks widening existing #socioeconomic inequalities. Any increase income inequality, already high #SriLanka, could lead social unrest. @WIMALNANAYAKKA1 @MirrorBusiness https://t.co/nr8hdMWIL0"
509,0,-0.3182,What's inquire ? When people forced cremate WHO given crystal clear guideline. Playing government political card #COVID19 deaths insane countries does. @UNHumanRights @UN @USEmbSL @VP @ImranKhanPTI @alizmoulana @WHOSriLanka @WHO
510,0,0.0,ජනාධිපති ගෝතබයා රාජපක්ෂගේ ඉල්ලීමට ප්‍රතිචාර වශයෙන් චීනය විසින් කොවිඩ් -19 එන්නත ලබා දී ඇති අතර ශ්‍රී ලංකාව මූලික අවශ්‍යතා සපුරාලීමෙන් පසු මෙම පරිත්‍යාගය සිදුකරන බව බීජිං හි ශ්‍රී ලංකා තානාපති වෛද්‍ය පාලිත කොහොනා මහතා පැවසීය. #china #COVID19 #vaccine #lka #lanka https://t.co/NWL52Jy0cM
511,0,0.0,"COVID cases detected 25 Districts yesterday (21st). Of 887 total cases identified, 337 infections recorded Colombo. - 48 Colombo Fort - 32 Mt. Lavinia - 29 Maradana - 24 Mattakkuliya - 21 Piliyandala #SriLanka #lka #coronavirus #COVID19 #COVID19SL"
512,0,0.0,112 Covid-19 patients treated National Plantation Management Quarantine Treatment Center. https://t.co/BWVJlP2SCm
513,0,0.0,Disinfection #Police Stations. #SriLanka #lka #ReAdSarath @SriSlpmd #PublicSecurity @HPBSriLanka @SMODSriLanka #COVID19 https://t.co/dYNbcdbdHZ
514,0,0.0,කෝවිඩ් -19 පැතිරීම වැළැක්වීමේ ජාතික මධ්‍යස්ථානය පවසන්නේ ශ්‍රී පාදයට වන්දනා ගමනක් ගිය ගාලේ ජනප්‍රිය පාසලක රග්බි කණ්ඩායමේ සාමාජිකයින් සිව්දෙනෙකු කොවිඩ් -19 ගිවිසුම් ගත කර ඇති බවයි. #lka #srilanka #COVID19 #vaccine #Colombo https://t.co/sTbLrVgeja
515,0,-0.4588,COVID-19 forced cremation Muslims Sri Lanka https://t.co/NgzcsUshed #lka #COVID19 #srilanka #coronavirus
